[run number],influence-chance,cell-standard,baseline-dev,nchoices,services-normally-distributed,performance-dev,[step],avesatis
1,0,0,1,2,TRUE,0,40,0.400022509
5,0,0,1,10,TRUE,0,40,0.5579098
16,0,0,1,2,TRUE,10,40,-0.383718938
2,0,0,1,4,TRUE,0,40,1.777616211
3,0,0,1,6,TRUE,0,40,0.905281392
6,0,0,1,12,TRUE,0,40,1.060506152
17,0,0,1,4,TRUE,10,40,-0.06023585
4,0,0,1,8,TRUE,0,40,1.177612514
8,0,0,1,16,TRUE,0,40,0.830761232
9,0,0,1,18,TRUE,0,40,0.874983678
19,0,0,1,8,TRUE,10,40,-0.33080411
7,0,0,1,14,TRUE,0,40,0.664765527
18,0,0,1,6,TRUE,10,40,0.458655267
11,0,0,1,22,TRUE,0,40,0.691149642
15,0,0,1,30,TRUE,0,40,0.816008482
23,0,0,1,16,TRUE,10,40,0.173108869
10,0,0,1,20,TRUE,0,40,0.686326226
12,0,0,1,24,TRUE,0,40,0.9576069
22,0,0,1,14,TRUE,10,40,-0.136006165
20,0,0,1,10,TRUE,10,40,0.163331771
13,0,0,1,26,TRUE,0,40,0.640321744
14,0,0,1,28,TRUE,0,40,0.484434973
24,0,0,1,18,TRUE,10,40,0.155271199
21,0,0,1,12,TRUE,10,40,-0.232295824
32,0,0,1,4,TRUE,20,40,-0.417707407
31,0,0,1,2,TRUE,20,40,0.37958403
25,0,0,1,20,TRUE,10,40,0.059345818
26,0,0,1,22,TRUE,10,40,0.193538746
27,0,0,1,24,TRUE,10,40,0.328467888
35,0,0,1,10,TRUE,20,40,0.499013219
33,0,0,1,6,TRUE,20,40,0.020148672
29,0,0,1,28,TRUE,10,40,-0.140628615
34,0,0,1,8,TRUE,20,40,0.114317638
36,0,0,1,12,TRUE,20,40,0.131957313
30,0,0,1,30,TRUE,10,40,-0.003834265
46,0,0,1,2,TRUE,30,40,0.255956033
37,0,0,1,14,TRUE,20,40,0.440522949
39,0,0,1,18,TRUE,20,40,-0.565754171
38,0,0,1,16,TRUE,20,40,0.520574832
28,0,0,1,26,TRUE,10,40,-0.050848729
41,0,0,1,22,TRUE,20,40,-0.075787715
47,0,0,1,4,TRUE,30,40,-0.076466299
48,0,0,1,6,TRUE,30,40,0.571198261
42,0,0,1,24,TRUE,20,40,0.284263172
43,0,0,1,26,TRUE,20,40,0.339630763
40,0,0,1,20,TRUE,20,40,-0.163480397
49,0,0,1,8,TRUE,30,40,-0.177783133
44,0,0,1,28,TRUE,20,40,0.001016457
50,0,0,1,10,TRUE,30,40,0.256165616
51,0,0,1,12,TRUE,30,40,-0.175292099
45,0,0,1,30,TRUE,20,40,0.215472529
61,0,0,1,2,TRUE,40,40,1.242154531
52,0,0,1,14,TRUE,30,40,0.327087624
62,0,0,1,4,TRUE,40,40,-0.009062949
53,0,0,1,16,TRUE,30,40,-0.20621802
54,0,0,1,18,TRUE,30,40,0.133807216
63,0,0,1,6,TRUE,40,40,-0.430144063
55,0,0,1,20,TRUE,30,40,-0.201333914
64,0,0,1,8,TRUE,40,40,-0.150798431
56,0,0,1,22,TRUE,30,40,-0.035372413
65,0,0,1,10,TRUE,40,40,0.488804713
57,0,0,1,24,TRUE,30,40,-0.032058898
66,0,0,1,12,TRUE,40,40,0.352430286
67,0,0,1,14,TRUE,40,40,-0.203420665
58,0,0,1,26,TRUE,30,40,0.113855509
59,0,0,1,28,TRUE,30,40,0.013846199
68,0,0,1,16,TRUE,40,40,0.811860361
60,0,0,1,30,TRUE,30,40,0.232630762
77,0,0,1,4,TRUE,50,40,0.728720817
76,0,0,1,2,TRUE,50,40,0.514376962
69,0,0,1,18,TRUE,40,40,0.296055879
79,0,0,1,8,TRUE,50,40,-0.303891397
78,0,0,1,6,TRUE,50,40,-0.662768382
72,0,0,1,24,TRUE,40,40,0.272881285
71,0,0,1,22,TRUE,40,40,0.002049251
70,0,0,1,20,TRUE,40,40,0.021950855
80,0,0,1,10,TRUE,50,40,0.29733443
81,0,0,1,12,TRUE,50,40,-0.250806641
73,0,0,1,26,TRUE,40,40,0.054162258
83,0,0,1,16,TRUE,50,40,0.662406702
82,0,0,1,14,TRUE,50,40,-0.261794245
75,0,0,1,30,TRUE,40,40,0.272635431
84,0,0,1,18,TRUE,50,40,0.340907867
74,0,0,1,28,TRUE,40,40,0.044045301
85,0,0,1,20,TRUE,50,40,0.463827632
91,0,0,1,2,TRUE,60,40,0.0084467
93,0,0,1,6,TRUE,60,40,-0.071603667
87,0,0,1,24,TRUE,50,40,-0.328006742
92,0,0,1,4,TRUE,60,40,0.211304764
86,0,0,1,22,TRUE,50,40,0.447576982
88,0,0,1,26,TRUE,50,40,-0.243711558
94,0,0,1,8,TRUE,60,40,0.026184068
96,0,0,1,12,TRUE,60,40,-0.052995725
95,0,0,1,10,TRUE,60,40,0.057833859
97,0,0,1,14,TRUE,60,40,-0.001343181
98,0,0,1,16,TRUE,60,40,-0.237434132
90,0,0,1,30,TRUE,50,40,0.090868066
106,0,0,1,2,TRUE,70,40,1.134810863
99,0,0,1,18,TRUE,60,40,-0.470084176
89,0,0,1,28,TRUE,50,40,0.14855745
107,0,0,1,4,TRUE,70,40,0.406034667
101,0,0,1,22,TRUE,60,40,-0.545953855
100,0,0,1,20,TRUE,60,40,0.109573309
109,0,0,1,8,TRUE,70,40,-0.474905652
108,0,0,1,6,TRUE,70,40,0.122178349
103,0,0,1,26,TRUE,60,40,0.036588782
102,0,0,1,24,TRUE,60,40,0.364274706
110,0,0,1,10,TRUE,70,40,0.159416247
111,0,0,1,12,TRUE,70,40,-0.127159729
104,0,0,1,28,TRUE,60,40,0.061712737
112,0,0,1,14,TRUE,70,40,-0.294548901
113,0,0,1,16,TRUE,70,40,-0.702954833
105,0,0,1,30,TRUE,60,40,0.082105276
121,0,0,1,2,TRUE,80,40,-0.884952667
122,0,0,1,4,TRUE,80,40,-0.138641395
115,0,0,1,20,TRUE,70,40,-0.15308735
114,0,0,1,18,TRUE,70,40,-0.026616648
125,0,0,1,10,TRUE,80,40,0.319842436
116,0,0,1,22,TRUE,70,40,-0.27379766
123,0,0,1,6,TRUE,80,40,-0.19185738
124,0,0,1,8,TRUE,80,40,-0.173937964
117,0,0,1,24,TRUE,70,40,0.125477809
118,0,0,1,26,TRUE,70,40,-0.254301828
126,0,0,1,12,TRUE,80,40,-0.099486552
127,0,0,1,14,TRUE,80,40,0.200279916
120,0,0,1,30,TRUE,70,40,-0.442306009
128,0,0,1,16,TRUE,80,40,-0.036636084
119,0,0,1,28,TRUE,70,40,-0.238662867
136,0,0,1,2,TRUE,90,40,-0.576370554
138,0,0,1,6,TRUE,90,40,-0.545503758
139,0,0,1,8,TRUE,90,40,0.285622501
137,0,0,1,4,TRUE,90,40,-0.481795153
129,0,0,1,18,TRUE,80,40,-0.368262449
130,0,0,1,20,TRUE,80,40,-0.121676578
131,0,0,1,22,TRUE,80,40,0.200935256
140,0,0,1,10,TRUE,90,40,0.538238846
132,0,0,1,24,TRUE,80,40,-0.112777999
141,0,0,1,12,TRUE,90,40,-0.086818136
142,0,0,1,14,TRUE,90,40,-0.245682045
133,0,0,1,26,TRUE,80,40,-0.176026173
143,0,0,1,16,TRUE,90,40,0.123403466
151,0,0,1,2,TRUE,100,40,0.96900592
134,0,0,1,28,TRUE,80,40,-0.123195989
152,0,0,1,4,TRUE,100,40,-0.263049097
153,0,0,1,6,TRUE,100,40,0.228247305
135,0,0,1,30,TRUE,80,40,0.003760289
144,0,0,1,18,TRUE,90,40,-0.109061489
154,0,0,1,8,TRUE,100,40,0.101801484
146,0,0,1,22,TRUE,90,40,-0.049838551
145,0,0,1,20,TRUE,90,40,-0.206429471
147,0,0,1,24,TRUE,90,40,-0.117553614
155,0,0,1,10,TRUE,100,40,0.459102187
148,0,0,1,26,TRUE,90,40,-0.293602633
157,0,0,1,14,TRUE,100,40,0.091395097
167,0,0,1,4,TRUE,0,40,1.132707773
158,0,0,1,16,TRUE,100,40,0.406390255
156,0,0,1,12,TRUE,100,40,0.118665586
159,0,0,1,18,TRUE,100,40,0.676728667
149,0,0,1,28,TRUE,90,40,-0.069432104
150,0,0,1,30,TRUE,90,40,-0.168071609
166,0,0,1,2,TRUE,0,40,-0.310798719
168,0,0,1,6,TRUE,0,40,1.449779663
160,0,0,1,20,TRUE,100,40,-0.249621953
161,0,0,1,22,TRUE,100,40,0.06818976
169,0,0,1,8,TRUE,0,40,1.094958746
170,0,0,1,10,TRUE,0,40,0.88419749
171,0,0,1,12,TRUE,0,40,1.121666366
172,0,0,1,14,TRUE,0,40,0.58992251
164,0,0,1,28,TRUE,100,40,-0.096855571
162,0,0,1,24,TRUE,100,40,0.137935196
173,0,0,1,16,TRUE,0,40,0.946643099
163,0,0,1,26,TRUE,100,40,-0.014190072
181,0,0,1,2,TRUE,10,40,-0.059911295
165,0,0,1,30,TRUE,100,40,0.386307059
174,0,0,1,18,TRUE,0,40,0.816055132
182,0,0,1,4,TRUE,10,40,-0.341634536
183,0,0,1,6,TRUE,10,40,0.826098294
175,0,0,1,20,TRUE,0,40,0.844572038
176,0,0,1,22,TRUE,0,40,0.540991943
177,0,0,1,24,TRUE,0,40,1.24145065
178,0,0,1,26,TRUE,0,40,0.449519833
179,0,0,1,28,TRUE,0,40,1.009143414
184,0,0,1,8,TRUE,10,40,-0.573690859
185,0,0,1,10,TRUE,10,40,0.582669615
180,0,0,1,30,TRUE,0,40,0.525920941
186,0,0,1,12,TRUE,10,40,0.121140846
196,0,0,1,2,TRUE,20,40,1.385883001
187,0,0,1,14,TRUE,10,40,-0.199520026
197,0,0,1,4,TRUE,20,40,0.021440257
188,0,0,1,16,TRUE,10,40,-0.182138822
189,0,0,1,18,TRUE,10,40,0.082608321
198,0,0,1,6,TRUE,20,40,0.732131077
190,0,0,1,20,TRUE,10,40,-0.085869457
199,0,0,1,8,TRUE,20,40,0.006158238
191,0,0,1,22,TRUE,10,40,0.484476656
192,0,0,1,24,TRUE,10,40,-0.411022862
200,0,0,1,10,TRUE,20,40,-0.391016799
193,0,0,1,26,TRUE,10,40,-0.021601589
201,0,0,1,12,TRUE,20,40,0.133855651
194,0,0,1,28,TRUE,10,40,0.223611107
211,0,0,1,2,TRUE,30,40,0.788084563
202,0,0,1,14,TRUE,20,40,-0.506084811
195,0,0,1,30,TRUE,10,40,0.010458116
212,0,0,1,4,TRUE,30,40,-0.013970855
203,0,0,1,16,TRUE,20,40,-0.087762844
204,0,0,1,18,TRUE,20,40,0.11543882
213,0,0,1,6,TRUE,30,40,-0.169817573
205,0,0,1,20,TRUE,20,40,-0.052633505
214,0,0,1,8,TRUE,30,40,0.268065849
206,0,0,1,22,TRUE,20,40,-0.084455823
215,0,0,1,10,TRUE,30,40,0.190334332
207,0,0,1,24,TRUE,20,40,-0.158996978
208,0,0,1,26,TRUE,20,40,0.072721916
216,0,0,1,12,TRUE,30,40,0.100889385
209,0,0,1,28,TRUE,20,40,-0.04316073
217,0,0,1,14,TRUE,30,40,-0.311175974
210,0,0,1,30,TRUE,20,40,0.396575877
226,0,0,1,2,TRUE,40,40,0.24783521
218,0,0,1,16,TRUE,30,40,-0.060893103
227,0,0,1,4,TRUE,40,40,0.686421043
219,0,0,1,18,TRUE,30,40,0.162580376
220,0,0,1,20,TRUE,30,40,0.385100254
228,0,0,1,6,TRUE,40,40,-0.574508667
221,0,0,1,22,TRUE,30,40,0.157698474
229,0,0,1,8,TRUE,40,40,0.673237307
230,0,0,1,10,TRUE,40,40,-0.021623512
223,0,0,1,26,TRUE,30,40,0.180681471
222,0,0,1,24,TRUE,30,40,0.278686165
231,0,0,1,12,TRUE,40,40,0.323466885
224,0,0,1,28,TRUE,30,40,-0.001438997
232,0,0,1,14,TRUE,40,40,-0.356037288
241,0,0,1,2,TRUE,50,40,0.797454936
233,0,0,1,16,TRUE,40,40,-0.196945275
225,0,0,1,30,TRUE,30,40,0.03955445
234,0,0,1,18,TRUE,40,40,0.25780063
242,0,0,1,4,TRUE,50,40,-0.411870024
243,0,0,1,6,TRUE,50,40,0.223562025
235,0,0,1,20,TRUE,40,40,0.082769337
244,0,0,1,8,TRUE,50,40,-0.256589156
236,0,0,1,22,TRUE,40,40,-0.075689634
245,0,0,1,10,TRUE,50,40,0.235545672
237,0,0,1,24,TRUE,40,40,-0.155076064
238,0,0,1,26,TRUE,40,40,-0.315764067
246,0,0,1,12,TRUE,50,40,0.064115358
247,0,0,1,14,TRUE,50,40,0.258165578
256,0,0,1,2,TRUE,60,40,1.355934806
239,0,0,1,28,TRUE,40,40,0.047569963
248,0,0,1,16,TRUE,50,40,0.081273605
240,0,0,1,30,TRUE,40,40,0.157900092
257,0,0,1,4,TRUE,60,40,-0.654848834
249,0,0,1,18,TRUE,50,40,-0.055296546
250,0,0,1,20,TRUE,50,40,-0.335448104
258,0,0,1,6,TRUE,60,40,0.414492365
259,0,0,1,8,TRUE,60,40,-0.087296132
251,0,0,1,22,TRUE,50,40,-0.074583386
260,0,0,1,10,TRUE,60,40,0.051855469
253,0,0,1,26,TRUE,50,40,-0.027760579
252,0,0,1,24,TRUE,50,40,0.141426344
261,0,0,1,12,TRUE,60,40,0.366759127
262,0,0,1,14,TRUE,60,40,-0.072168746
254,0,0,1,28,TRUE,50,40,-0.215530487
263,0,0,1,16,TRUE,60,40,0.121882559
255,0,0,1,30,TRUE,50,40,-0.244533368
271,0,0,1,2,TRUE,70,40,-0.982090992
264,0,0,1,18,TRUE,60,40,-0.009199926
272,0,0,1,4,TRUE,70,40,0.205999474
273,0,0,1,6,TRUE,70,40,-0.234224049
265,0,0,1,20,TRUE,60,40,-0.122293143
266,0,0,1,22,TRUE,60,40,-0.046584566
267,0,0,1,24,TRUE,60,40,-0.239971937
274,0,0,1,8,TRUE,70,40,-0.754560413
275,0,0,1,10,TRUE,70,40,-0.21585446
268,0,0,1,26,TRUE,60,40,0.150098502
276,0,0,1,12,TRUE,70,40,-0.044136351
269,0,0,1,28,TRUE,60,40,-0.047602277
277,0,0,1,14,TRUE,70,40,0.479290415
286,0,0,1,2,TRUE,80,40,-0.60491974
270,0,0,1,30,TRUE,60,40,0.311875444
278,0,0,1,16,TRUE,70,40,0.073194215
287,0,0,1,4,TRUE,80,40,-0.583328073
279,0,0,1,18,TRUE,70,40,-0.152404717
288,0,0,1,6,TRUE,80,40,0.263143253
289,0,0,1,8,TRUE,80,40,0.230612585
280,0,0,1,20,TRUE,70,40,-0.051446952
281,0,0,1,22,TRUE,70,40,0.211706956
282,0,0,1,24,TRUE,70,40,-0.041251722
290,0,0,1,10,TRUE,80,40,-0.47344256
283,0,0,1,26,TRUE,70,40,0.245727782
291,0,0,1,12,TRUE,80,40,0.022157732
301,0,0,1,2,TRUE,90,40,-1.795530082
285,0,0,1,30,TRUE,70,40,0.12751879
284,0,0,1,28,TRUE,70,40,0.088485615
292,0,0,1,14,TRUE,80,40,-0.295989856
293,0,0,1,16,TRUE,80,40,0.34454283
302,0,0,1,4,TRUE,90,40,0.847473429
294,0,0,1,18,TRUE,80,40,0.279773424
303,0,0,1,6,TRUE,90,40,0.562691227
295,0,0,1,20,TRUE,80,40,0.38268934
304,0,0,1,8,TRUE,90,40,0.178013286
296,0,0,1,22,TRUE,80,40,-0.238029671
