[run number],influence-chance,cell-standard,baseline-dev,nchoices,services-normally-distributed,performance-dev,[step],avesatis
6,25,0,100,100,FALSE,0,5,24.52671805
10,45,0,100,100,FALSE,0,5,25.07582714
14,65,0,100,100,FALSE,0,5,25.13890048
4,15,0,100,100,FALSE,0,5,25.68708202
13,60,0,100,100,FALSE,0,5,25.87444695
2,5,0,100,100,FALSE,0,5,24.6352413
5,20,0,100,100,FALSE,0,5,24.8031277
1,0,0,100,100,FALSE,0,5,24.84022966
11,50,0,100,100,FALSE,0,5,24.96637634
8,35,0,100,100,FALSE,0,5,24.90237545
7,30,0,100,100,FALSE,0,5,24.55639963
12,55,0,100,100,FALSE,0,5,25.42458562
9,40,0,100,100,FALSE,0,5,24.81796848
16,75,0,100,100,FALSE,0,5,24.93205703
15,70,0,100,100,FALSE,0,5,26.17961061
3,10,0,100,100,FALSE,0,5,25.04985577
19,90,0,100,100,FALSE,0,5,27.07655063
18,85,0,100,100,FALSE,0,5,25.49693445
17,80,0,100,100,FALSE,0,5,24.12601683
24,10,0,100,100,FALSE,5,5,25.58968936
20,95,0,100,100,FALSE,0,5,25.82528684
25,15,0,100,100,FALSE,5,5,26.75005333
26,20,0,100,100,FALSE,5,5,26.12024747
21,100,0,100,100,FALSE,0,5,25.21681461
27,25,0,100,100,FALSE,5,5,27.15446476
22,0,0,100,100,FALSE,5,5,25.40046934
23,5,0,100,100,FALSE,5,5,25.85218577
30,40,0,100,100,FALSE,5,5,25.95885392
32,50,0,100,100,FALSE,5,5,26.00059363
29,35,0,100,100,FALSE,5,5,26.9513315
28,30,0,100,100,FALSE,5,5,26.82332972
31,45,0,100,100,FALSE,5,5,27.30751037
33,55,0,100,100,FALSE,5,5,28.07923125
35,65,0,100,100,FALSE,5,5,28.21650852
34,60,0,100,100,FALSE,5,5,27.37893165
40,90,0,100,100,FALSE,5,5,25.93102745
43,0,0,100,100,FALSE,10,5,25.16301676
36,70,0,100,100,FALSE,5,5,27.88815613
38,80,0,100,100,FALSE,5,5,28.54857111
41,95,0,100,100,FALSE,5,5,27.91319995
44,5,0,100,100,FALSE,10,5,25.36522247
39,85,0,100,100,FALSE,5,5,27.54867314
45,10,0,100,100,FALSE,10,5,25.91154891
42,100,0,100,100,FALSE,5,5,29.08654961
37,75,0,100,100,FALSE,5,5,27.78890837
46,15,0,100,100,FALSE,10,5,27.25835026
47,20,0,100,100,FALSE,10,5,27.22774114
49,30,0,100,100,FALSE,10,5,26.95967944
50,35,0,100,100,FALSE,10,5,27.02831808
52,45,0,100,100,FALSE,10,5,27.56815167
54,55,0,100,100,FALSE,10,5,28.26659617
48,25,0,100,100,FALSE,10,5,27.06170984
51,40,0,100,100,FALSE,10,5,27.85569191
53,50,0,100,100,FALSE,10,5,29.16539129
55,60,0,100,100,FALSE,10,5,28.51610689
56,65,0,100,100,FALSE,10,5,28.84816948
57,70,0,100,100,FALSE,10,5,29.31379915
59,80,0,100,100,FALSE,10,5,29.05315784
58,75,0,100,100,FALSE,10,5,29.21733404
