[run number],influence-chance,cell-standard,baseline-dev,nchoices,services-normally-distributed,performance-dev,[step],avesatis
4,15,0,100,100,FALSE,0,40,24.50909462
1,0,0,100,100,FALSE,0,40,25.61566074
11,50,0,100,100,FALSE,0,40,24.89402751
6,25,0,100,100,FALSE,0,40,25.8225042
12,55,0,100,100,FALSE,0,40,25.18064019
9,40,0,100,100,FALSE,0,40,25.10829136
8,35,0,100,100,FALSE,0,40,25.50435484
10,45,0,100,100,FALSE,0,40,25.50806504
3,10,0,100,100,FALSE,0,40,25.09716077
14,65,0,100,100,FALSE,0,40,25.80951851
15,70,0,100,100,FALSE,0,40,26.3549174
13,60,0,100,100,FALSE,0,40,24.49796403
5,20,0,100,100,FALSE,0,40,26.22691562
2,5,0,100,100,FALSE,0,40,24.93391212
7,30,0,100,100,FALSE,0,40,26.18332081
16,75,0,100,100,FALSE,0,40,25.43200601
18,85,0,100,100,FALSE,0,40,24.91165094
17,80,0,100,100,FALSE,0,40,24.64544434
19,90,0,100,100,FALSE,0,40,24.59257404
21,100,0,100,100,FALSE,0,40,25.68058918
20,95,0,100,100,FALSE,0,40,25.49507935
25,15,0,100,100,FALSE,5,40,29.90279285
29,35,0,100,100,FALSE,5,40,30.03357728
22,0,0,100,100,FALSE,5,40,29.87403883
23,5,0,100,100,FALSE,5,40,30.63277402
24,10,0,100,100,FALSE,5,40,30.32575526
28,30,0,100,100,FALSE,5,40,31.05851908
27,25,0,100,100,FALSE,5,40,30.36378477
26,20,0,100,100,FALSE,5,40,30.32668281
31,45,0,100,100,FALSE,5,40,30.64854236
30,40,0,100,100,FALSE,5,40,29.77664617
32,50,0,100,100,FALSE,5,40,30.79231247
34,60,0,100,100,FALSE,5,40,30.46303253
33,55,0,100,100,FALSE,5,40,30.73109423
36,70,0,100,100,FALSE,5,40,31.15312909
35,65,0,100,100,FALSE,5,40,29.69316675
39,85,0,100,100,FALSE,5,40,30.73665952
40,90,0,100,100,FALSE,5,40,29.42881524
38,80,0,100,100,FALSE,5,40,29.24423296
41,95,0,100,100,FALSE,5,40,30.78952983
37,75,0,100,100,FALSE,5,40,30.01409875
42,100,0,100,100,FALSE,5,40,29.92505403
45,10,0,100,100,FALSE,10,40,34.88187662
44,5,0,100,100,FALSE,10,40,34.20291065
43,0,0,100,100,FALSE,10,40,34.51734981
46,15,0,100,100,FALSE,10,40,34.88929701
47,20,0,100,100,FALSE,10,40,34.99411006
48,25,0,100,100,FALSE,10,40,35.10819861
49,30,0,100,100,FALSE,10,40,35.32988285
51,40,0,100,100,FALSE,10,40,34.86796338
52,45,0,100,100,FALSE,10,40,35.12396694
50,35,0,100,100,FALSE,10,40,34.8457022
55,60,0,100,100,FALSE,10,40,35.25289627
54,55,0,100,100,FALSE,10,40,35.9708193
53,50,0,100,100,FALSE,10,40,35.18333009
56,65,0,100,100,FALSE,10,40,35.710178
57,70,0,100,100,FALSE,10,40,34.83828181
58,75,0,100,100,FALSE,10,40,34.90321025
60,85,0,100,100,FALSE,10,40,34.66204747
59,80,0,100,100,FALSE,10,40,35.14993832
61,90,0,100,100,FALSE,10,40,35.45788463
62,95,0,100,100,FALSE,10,40,35.42542041
63,100,0,100,100,FALSE,10,40,35.53579876
64,0,0,100,100,FALSE,15,40,37.14880671
65,5,0,100,100,FALSE,15,40,36.44294181
67,15,0,100,100,FALSE,15,40,38.20250253
66,10,0,100,100,FALSE,15,40,37.27402584
68,20,0,100,100,FALSE,15,40,37.91588984
70,30,0,100,100,FALSE,15,40,38.16261791
69,25,0,100,100,FALSE,15,40,38.31844617
71,35,0,100,100,FALSE,15,40,38.66998729
72,40,0,100,100,FALSE,15,40,38.75532181
73,45,0,100,100,FALSE,15,40,39.06048548
74,50,0,100,100,FALSE,15,40,39.43336023
75,55,0,100,100,FALSE,15,40,39.419447
77,65,0,100,100,FALSE,15,40,39.02060087
76,60,0,100,100,FALSE,15,40,38.62732003
78,70,0,100,100,FALSE,15,40,39.66246487
79,75,0,100,100,FALSE,15,40,39.16251588
80,80,0,100,100,FALSE,15,40,38.77109015
81,85,0,100,100,FALSE,15,40,39.51869475
82,90,0,100,100,FALSE,15,40,39.34988081
83,95,0,100,100,FALSE,15,40,39.64020369
84,100,0,100,100,FALSE,15,40,38.90094703
86,5,0,100,100,FALSE,20,40,36.14241589
85,0,0,100,100,FALSE,20,40,35.37904295
88,15,0,100,100,FALSE,20,40,37.80272885
87,10,0,100,100,FALSE,20,40,37.06347219
92,35,0,100,100,FALSE,20,40,39.45191121
90,25,0,100,100,FALSE,20,40,39.2024005
93,40,0,100,100,FALSE,20,40,40.66978323
89,20,0,100,100,FALSE,20,40,37.95299181
91,30,0,100,100,FALSE,20,40,39.79788704
94,45,0,100,100,FALSE,20,40,39.82293087
95,50,0,100,100,FALSE,20,40,40.24589328
96,55,0,100,100,FALSE,20,40,41.58805688
98,65,0,100,100,FALSE,20,40,40.98514994
99,70,0,100,100,FALSE,20,40,41.89878584
97,60,0,100,100,FALSE,20,40,41.29866155
100,75,0,100,100,FALSE,20,40,41.75223307
102,85,0,100,100,FALSE,20,40,41.97948261
101,80,0,100,100,FALSE,20,40,41.64278228
103,90,0,100,100,FALSE,20,40,42.28093608
104,95,0,100,100,FALSE,20,40,42.46180816
105,100,0,100,100,FALSE,20,40,41.59083952
108,10,0,100,100,FALSE,25,40,33.63710568
