,Unnamed: 0,influence-chance,cell-standard,baseline-dev,nchoices,services-normally-distributed,performance-dev,[step],avesatis
0,0.5,0.0,0.0,1.0,2.0,1.0,0.0,40.0,0.3608131665799999
1,1.0,0.0,0.0,1.0,2.0,1.0,0.0999999999999999,40.0,0.4046569902999999
2,2.0,0.0,0.0,1.0,2.0,1.0,0.1999999999999999,40.0,0.43092041925666663
3,3.0,0.0,0.0,1.0,2.0,1.0,0.3,40.0,0.49116420929666676
4,4.0,0.0,0.0,1.0,2.0,1.0,0.3999999999999999,40.0,0.4776635893366667
5,5.0,0.0,0.0,1.0,2.0,1.0,0.5,40.0,0.4987524541200001
6,6.0,0.0,0.0,1.0,2.0,1.0,0.6,40.0,0.4579582994766666
7,7.0,0.0,0.0,1.0,2.0,1.0,0.7000000000000002,40.0,0.3929988492799999
8,8.0,0.0,0.0,1.0,2.0,1.0,0.7999999999999998,40.0,0.3471939562566666
9,9.0,0.0,0.0,1.0,2.0,1.0,0.9000000000000005,40.0,0.28324934903333326
10,10.0,0.0,0.0,1.0,2.0,1.0,1.0,40.0,0.3199990721966666
11,11.0,0.0,0.0,1.0,2.0,1.0,1.0999999999999996,40.0,0.2827159697066666
12,12.0,0.0,0.0,1.0,2.0,1.0,1.2,40.0,0.2681341644766666
13,13.0,0.0,0.0,1.0,2.0,1.0,1.3000000000000005,40.0,0.21759015201999996
14,14.0,0.0,0.0,1.0,2.0,1.0,1.4000000000000004,40.0,0.19587170657333322
15,15.0,0.0,0.0,1.0,2.0,1.0,1.5,40.0,0.19884678925666663
16,16.0,0.0,0.0,1.0,2.0,1.0,1.5999999999999996,40.0,0.2098964898833333
17,17.0,0.0,0.0,1.0,2.0,1.0,1.699999999999999,40.0,0.2630356498266666
18,18.0,0.0,0.0,1.0,2.0,1.0,1.800000000000001,40.0,0.2768442588066666
19,19.0,0.0,0.0,1.0,2.0,1.0,1.9,40.0,0.29166248052333327
20,20.0,0.0,0.0,1.0,2.0,1.0,2.0,40.0,0.22071357067666664
21,21.0,0.0,0.0,1.0,2.0,1.0,2.1,40.0,0.20488430069666663
22,22.0,0.0,0.0,1.0,2.0,1.0,2.1999999999999997,40.0,0.12411580549999995
23,23.0,0.0,0.0,1.0,2.0,1.0,2.3000000000000007,40.0,0.14540486016333326
24,24.0,0.0,0.0,1.0,2.0,1.0,2.4,40.0,0.15638217720999992
25,25.0,0.0,0.0,1.0,2.0,1.0,2.5,40.0,0.16116572925666658
26,26.0,0.0,0.0,1.0,2.0,1.0,2.6000000000000005,40.0,0.1007277370566666
27,27.0,0.0,0.0,1.0,2.0,1.0,2.6999999999999997,40.0,0.06824361142666659
28,28.0,0.0,0.0,1.0,2.0,1.0,2.8000000000000007,40.0,0.07020625556333322
29,29.0,0.0,0.0,1.0,2.0,1.0,2.899999999999998,40.0,0.07879416373999994
30,29.5,0.0,0.0,1.0,2.0,1.0,3.0,40.0,0.056836590754999895
31,31.5,0.0,0.0,1.0,4.0,1.0,0.0,40.0,0.70677849515
32,32.0,0.0,0.0,1.0,4.0,1.0,0.0999999999999999,40.0,0.7255183736033333
33,33.0,0.0,0.0,1.0,4.0,1.0,0.1999999999999999,40.0,0.71580003473
34,34.0,0.0,0.0,1.0,4.0,1.0,0.3,40.0,0.74268060443
35,35.0,0.0,0.0,1.0,4.0,1.0,0.3999999999999999,40.0,0.7502131149999999
36,36.0,0.0,0.0,1.0,4.0,1.0,0.5,40.0,0.7866697726599999
37,37.0,0.0,0.0,1.0,4.0,1.0,0.6,40.0,0.7406803172099999
38,38.0,0.0,0.0,1.0,4.0,1.0,0.7000000000000002,40.0,0.7361331878133335
