[run number],influence-chance,cell-standard,baseline-dev,nchoices,services-normally-distributed,performance-dev,[step],avesatis
1,0,0,100,2,FALSE,0,10,50
16,0,0,100,2,FALSE,10,10,49.81634527
2,0,0,100,4,FALSE,0,10,32.55280073
3,0,0,100,6,FALSE,0,10,29.98163453
4,0,0,100,8,FALSE,0,10,28.36809655
8,0,0,100,16,FALSE,0,10,26.65748393
7,0,0,100,14,FALSE,0,10,26.37211274
14,0,0,100,28,FALSE,0,10,26.09767711
5,0,0,100,10,FALSE,0,10,28.65523926
17,0,0,100,4,FALSE,10,10,34.90970309
6,0,0,100,12,FALSE,0,10,26.70924117
10,0,0,100,20,FALSE,0,10,26.0958871
13,0,0,100,26,FALSE,0,10,26.12121212
18,0,0,100,6,FALSE,10,10,34.26078972
11,0,0,100,22,FALSE,0,10,26.09864883
9,0,0,100,18,FALSE,0,10,26.45978502
19,0,0,100,8,FALSE,10,10,33.03817395
22,0,0,100,14,FALSE,10,10,30.58910786
21,0,0,100,12,FALSE,10,10,32.03522832
15,0,0,100,30,FALSE,0,10,26.47636237
20,0,0,100,10,FALSE,10,10,31.48148148
24,0,0,100,18,FALSE,10,10,31.32663534
23,0,0,100,16,FALSE,10,10,31.70798898
12,0,0,100,24,FALSE,0,10,26.0011179
31,0,0,100,2,FALSE,20,10,49.54086318
28,0,0,100,26,FALSE,10,10,30.26446281
35,0,0,100,10,FALSE,20,10,31.42026324
25,0,0,100,20,FALSE,10,10,30.41660625
27,0,0,100,24,FALSE,10,10,29.73809239
34,0,0,100,8,FALSE,20,10,33.74655647
37,0,0,100,14,FALSE,20,10,30.57498057
38,0,0,100,16,FALSE,20,10,29.3204775
30,0,0,100,30,FALSE,10,10,31.23555302
32,0,0,100,4,FALSE,20,10,38.06244261
26,0,0,100,22,FALSE,10,10,30.41016223
33,0,0,100,6,FALSE,20,10,34.75665748
39,0,0,100,18,FALSE,20,10,29.7979798
46,0,0,100,2,FALSE,30,10,44.67401286
36,0,0,100,12,FALSE,20,10,30.24876868
47,0,0,100,4,FALSE,30,10,33.86899296
42,0,0,100,24,FALSE,20,10,29.53447519
48,0,0,100,6,FALSE,30,10,30.38567493
29,0,0,100,28,FALSE,10,10,30.5530048
49,0,0,100,8,FALSE,30,10,26.26918536
40,0,0,100,20,FALSE,20,10,29.98646755
43,0,0,100,26,FALSE,20,10,29.48576676
41,0,0,100,22,FALSE,20,10,29.55310683
50,0,0,100,10,FALSE,30,10,27.13498623
53,0,0,100,16,FALSE,30,10,25.09641873
44,0,0,100,28,FALSE,20,10,29.65173622
51,0,0,100,12,FALSE,30,10,24.51373236
54,0,0,100,18,FALSE,30,10,23.41327716
63,0,0,100,6,FALSE,40,10,23.44352617
52,0,0,100,14,FALSE,30,10,26.70410398
61,0,0,100,2,FALSE,40,10,39.25619835
62,0,0,100,4,FALSE,40,10,27.04315886
64,0,0,100,8,FALSE,40,10,21.06126197
45,0,0,100,30,FALSE,20,10,29.56999462
65,0,0,100,10,FALSE,40,10,21.54372003
56,0,0,100,22,FALSE,30,10,24.39765622
58,0,0,100,26,FALSE,30,10,23.90266299
57,0,0,100,24,FALSE,30,10,24.91116701
66,0,0,100,12,FALSE,40,10,21.58360464
60,0,0,100,30,FALSE,30,10,23.29090276
55,0,0,100,20,FALSE,30,10,23.88719733
76,0,0,100,2,FALSE,50,10,32.73645546
77,0,0,100,4,FALSE,50,10,21.93143557
68,0,0,100,16,FALSE,40,10,18.77257423
78,0,0,100,6,FALSE,50,10,19.53168044
79,0,0,100,8,FALSE,50,10,19.59202414
67,0,0,100,14,FALSE,40,10,19.49212404
69,0,0,100,18,FALSE,40,10,20.46399827
80,0,0,100,10,FALSE,50,10,16.70747883
59,0,0,100,28,FALSE,30,10,23.6013332
71,0,0,100,22,FALSE,40,10,19.2553238
74,0,0,100,28,FALSE,40,10,18.41818862
83,0,0,100,16,FALSE,50,10,17.18702173
72,0,0,100,24,FALSE,40,10,18.33552921
82,0,0,100,14,FALSE,50,10,16.43356643
84,0,0,100,18,FALSE,50,10,14.94355318
81,0,0,100,12,FALSE,50,10,16.04891894
75,0,0,100,30,FALSE,40,10,19.45948513
70,0,0,100,20,FALSE,40,10,16.71016384
73,0,0,100,26,FALSE,40,10,17.56290174
91,0,0,100,2,FALSE,60,10,29.98163453
85,0,0,100,20,FALSE,50,10,14.95094486
92,0,0,100,4,FALSE,60,10,19.45209672
86,0,0,100,22,FALSE,50,10,15.72215663
93,0,0,100,6,FALSE,60,10,16.13406795
94,0,0,100,8,FALSE,60,10,13.96431851
88,0,0,100,26,FALSE,50,10,13.58861341
96,0,0,100,12,FALSE,60,10,14.23741548
89,0,0,100,28,FALSE,50,10,14.55123627
87,0,0,100,24,FALSE,50,10,14.87004432
95,0,0,100,10,FALSE,60,10,14.1567187
97,0,0,100,14,FALSE,60,10,12.48498976
98,0,0,100,16,FALSE,60,10,12.36914601
90,0,0,100,30,FALSE,50,10,14.90611444
106,0,0,100,2,FALSE,70,10,27.59412305
107,0,0,100,4,FALSE,70,10,17.40128558
99,0,0,100,18,FALSE,60,10,12.21574029
