,influence-chance,cell-standard,baseline-dev,nchoices,services-normally-distributed,performance-dev,[step],avesatis
0,0.0,0.0,100.0,2.0,0.0,0.0,40.0,50.0
1,0.0,0.0,100.0,2.0,0.0,1.0,40.0,50.0
2,0.0,0.0,100.0,2.0,0.0,2.0,40.0,50.0
3,0.0,0.0,100.0,2.0,0.0,3.0,40.0,50.0
4,0.0,0.0,100.0,2.0,0.0,4.0,40.0,50.0
5,0.0,0.0,100.0,2.0,0.0,5.0,40.0,50.0
6,0.0,0.0,100.0,2.0,0.0,6.0,40.0,50.0
7,0.0,0.0,100.0,2.0,0.0,7.0,40.0,50.0
8,0.0,0.0,100.0,2.0,0.0,8.0,40.0,50.0
9,0.0,0.0,100.0,2.0,0.0,9.0,40.0,50.0
10,0.0,0.0,100.0,2.0,0.0,10.0,40.0,50.0
11,0.0,0.0,100.0,2.0,0.0,11.0,40.0,50.0
12,0.0,0.0,100.0,2.0,0.0,12.0,40.0,50.0
13,0.0,0.0,100.0,2.0,0.0,13.0,40.0,50.0
14,0.0,0.0,100.0,2.0,0.0,14.0,40.0,50.0
15,0.0,0.0,100.0,2.0,0.0,15.0,40.0,49.963269055999994
16,0.0,0.0,100.0,2.0,0.0,16.0,40.0,49.834710744
17,0.0,0.0,100.0,2.0,0.0,17.0,40.0,49.807162536
18,0.0,0.0,100.0,2.0,0.0,18.0,40.0,49.788797063000004
19,0.0,0.0,100.0,2.0,0.0,19.0,40.0,49.43067033999999
20,0.0,0.0,100.0,2.0,0.0,20.0,40.0,49.38475665699999
21,0.0,0.0,100.0,2.0,0.0,21.0,40.0,49.17355372000001
22,0.0,0.0,100.0,2.0,0.0,22.0,40.0,48.659320475
23,0.0,0.0,100.0,2.0,0.0,23.0,40.0,48.42056933
24,0.0,0.0,100.0,2.0,0.0,24.0,40.0,48.200183655000004
25,0.0,0.0,100.0,2.0,0.0,25.0,40.0,47.392102847000004
26,0.0,0.0,100.0,2.0,0.0,26.0,40.0,47.116620751999996
27,0.0,0.0,100.0,2.0,0.0,27.0,40.0,46.639118457
28,0.0,0.0,100.0,2.0,0.0,28.0,40.0,46.446280993
29,0.0,0.0,100.0,2.0,0.0,29.0,40.0,45.83103765
30,0.0,0.0,100.0,2.0,0.0,30.0,40.0,45.16988062600001
31,0.0,0.0,100.0,4.0,0.0,0.0,40.0,33.357820631
32,0.0,0.0,100.0,4.0,0.0,1.0,40.0,33.348637894
33,0.0,0.0,100.0,4.0,0.0,2.0,40.0,33.189470463000006
34,0.0,0.0,100.0,4.0,0.0,3.0,40.0,33.296602388000004
35,0.0,0.0,100.0,4.0,0.0,4.0,40.0,33.15886134
36,0.0,0.0,100.0,4.0,0.0,5.0,40.0,33.339455157
37,0.0,0.0,100.0,4.0,0.0,6.0,40.0,34.095500459
38,0.0,0.0,100.0,4.0,0.0,7.0,40.0,35.573921029000005
39,0.0,0.0,100.0,4.0,0.0,8.0,40.0,38.013468014
40,0.0,0.0,100.0,4.0,0.0,9.0,40.0,40.480563208
41,0.0,0.0,100.0,4.0,0.0,10.0,40.0,42.822161003999994
42,0.0,0.0,100.0,4.0,0.0,11.0,40.0,44.487297214
43,0.0,0.0,100.0,4.0,0.0,12.0,40.0,46.17385980900001
44,0.0,0.0,100.0,4.0,0.0,13.0,40.0,46.994184267
45,0.0,0.0,100.0,4.0,0.0,14.0,40.0,47.459442914
46,0.0,0.0,100.0,4.0,0.0,15.0,40.0,48.022650750000004
47,0.0,0.0,100.0,4.0,0.0,16.0,40.0,48.160391798
48,0.0,0.0,100.0,4.0,0.0,17.0,40.0,48.319559227
49,0.0,0.0,100.0,4.0,0.0,18.0,40.0,47.933884299
50,0.0,0.0,100.0,4.0,0.0,19.0,40.0,47.848178758
51,0.0,0.0,100.0,4.0,0.0,20.0,40.0,47.35231099
52,0.0,0.0,100.0,4.0,0.0,21.0,40.0,46.89929599
53,0.0,0.0,100.0,4.0,0.0,22.0,40.0,46.210590756
54,0.0,0.0,100.0,4.0,0.0,23.0,40.0,45.228037955
55,0.0,0.0,100.0,4.0,0.0,24.0,40.0,44.361799816
56,0.0,0.0,100.0,4.0,0.0,25.0,40.0,43.38230792899999
57,0.0,0.0,100.0,4.0,0.0,26.0,40.0,42.55892256
58,0.0,0.0,100.0,4.0,0.0,27.0,40.0,41.181512091
59,0.0,0.0,100.0,4.0,0.0,28.0,40.0,40.226507498000004
60,0.0,0.0,100.0,4.0,0.0,29.0,40.0,39.081726355
61,0.0,0.0,100.0,4.0,0.0,30.0,40.0,38.35935108700001
62,0.0,0.0,100.0,6.0,0.0,0.0,40.0,30.062442608000005
63,0.0,0.0,100.0,6.0,0.0,1.0,40.0,29.783287418999997
64,0.0,0.0,100.0,6.0,0.0,2.0,40.0,30.143250690000002
65,0.0,0.0,100.0,6.0,0.0,3.0,40.0,30.330578513
66,0.0,0.0,100.0,6.0,0.0,4.0,40.0,31.281910008
67,0.0,0.0,100.0,6.0,0.0,5.0,40.0,34.025711661
68,0.0,0.0,100.0,6.0,0.0,6.0,40.0,36.78236914599999
69,0.0,0.0,100.0,6.0,0.0,7.0,40.0,38.409550046
70,0.0,0.0,100.0,6.0,0.0,8.0,40.0,39.125803488
71,0.0,0.0,100.0,6.0,0.0,9.0,40.0,39.51331496900001
72,0.0,0.0,100.0,6.0,0.0,10.0,40.0,39.808999081
73,0.0,0.0,100.0,6.0,0.0,11.0,40.0,39.87144168799999
74,0.0,0.0,100.0,6.0,0.0,12.0,40.0,40.437098255
75,0.0,0.0,100.0,6.0,0.0,13.0,40.0,40.92194674
76,0.0,0.0,100.0,6.0,0.0,14.0,40.0,41.366391184
77,0.0,0.0,100.0,6.0,0.0,15.0,40.0,41.827364556
78,0.0,0.0,100.0,6.0,0.0,16.0,40.0,42.205693297
79,0.0,0.0,100.0,6.0,0.0,17.0,40.0,42.751147841999995
80,0.0,0.0,100.0,6.0,0.0,18.0,40.0,42.51606979
81,0.0,0.0,100.0,6.0,0.0,19.0,40.0,42.75298438899999
82,0.0,0.0,100.0,6.0,0.0,20.0,40.0,42.501377409
83,0.0,0.0,100.0,6.0,0.0,21.0,40.0,42.41322314
84,0.0,0.0,100.0,6.0,0.0,22.0,40.0,41.397612489
85,0.0,0.0,100.0,6.0,0.0,23.0,40.0,40.958677685
86,0.0,0.0,100.0,6.0,0.0,24.0,40.0,40.268135904
87,0.0,0.0,100.0,6.0,0.0,25.0,40.0,39.325987143999996
88,0.0,0.0,100.0,6.0,0.0,26.0,40.0,38.156106521
89,0.0,0.0,100.0,6.0,0.0,27.0,40.0,37.30027548099999
90,0.0,0.0,100.0,6.0,0.0,28.0,40.0,35.946740129
91,0.0,0.0,100.0,6.0,0.0,29.0,40.0,34.813590450999996
92,0.0,0.0,100.0,6.0,0.0,30.0,40.0,33.709825527999996
93,0.0,0.0,100.0,18.0,0.0,0.0,40.0,26.119483606
94,0.0,0.0,100.0,18.0,0.0,1.0,40.0,26.759574354
95,0.0,0.0,100.0,18.0,0.0,2.0,40.0,29.126019553
96,0.0,0.0,100.0,18.0,0.0,3.0,40.0,29.430670339
97,0.0,0.0,100.0,18.0,0.0,4.0,40.0,30.400259278999993
98,0.0,0.0,100.0,18.0,0.0,5.0,40.0,31.403878355999996
99,0.0,0.0,100.0,18.0,0.0,6.0,40.0,32.413979367
100,0.0,0.0,100.0,18.0,0.0,7.0,40.0,33.346837357000005
101,0.0,0.0,100.0,18.0,0.0,8.0,40.0,34.421757685
102,0.0,0.0,100.0,18.0,0.0,9.0,40.0,34.935990923999995
103,0.0,0.0,100.0,18.0,0.0,10.0,40.0,35.769999459
104,0.0,0.0,100.0,18.0,0.0,11.0,40.0,36.526224815
105,0.0,0.0,100.0,18.0,0.0,12.0,40.0,37.049640794000005
